Brand,Name,SKU,Full Name,Color,Category,Tags,Wholesale Price,Sale Price,Retail Price,Stock,Image1,Image2,Image3,Gallery,Application,Content,Backing,Finish / Topcoat,Weight,Width,Fabric Shown,Origin,Repeat Horizontal,Repeat Vertical,Collection,Abrasion Resistance,Pilling,Seam Slippage,Break Strength,Wet Crocking,Dry Crocking,Colorfastness to Light,Flammability,Product Notes
United Fabrics,WILDER,98 Woodsmoke,United Fabrics WILDER 98 Woodsmoke,"Brown upholstery fabric, brown","United Fabrics, WILDER, 98 Woodsmoke, United Fabrics WILDER 98 Woodsmoke, Brown upholstery fabric, brown, Upholstery, Indoor, 59% Acrylic 41% Polyester, Latex, Permanent Soil/Stain Protection, Turkey, 100,000 Double Rubs, 422: Wilder","United Fabrics, WILDER, 98 Woodsmoke, United Fabrics WILDER 98 Woodsmoke, Brown upholstery fabric, brown, Upholstery, Indoor, 59% Acrylic 41% Polyester, Latex, Permanent Soil/Stain Protection, Turkey, 100,000 Double Rubs, 422: Wilder",20.96,41.92,48.21,81 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-wilder-woodsmoke.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-wilder-tighter-united.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-wilder-tighter-united.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-wilder-woodsmoke.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-wilder-tighter-united.jpg","Upholstery, Indoor",59% Acrylic 41% Polyester,Latex,Permanent Soil/Stain Protection,24.4 oz./yd.,"54.000""",Up the Roll,Turkey,,,422: Wilder,"100,000 Double Rubs",Class 5,Warp: 62.9 lbs / Weft: 32.6 lbs,Warp: 286.8 lbs / Weft: 317.4 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 5,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,GALLERY,33 Kiln,United Fabrics GALLERY 33 Kiln,"Brown upholstery fabric, brown","United Fabrics, GALLERY, 33 Kiln, United Fabrics GALLERY 33 Kiln, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Woven Backing, , China, 100,000 Double Rubs, 622: Gallery","United Fabrics, GALLERY, 33 Kiln, United Fabrics GALLERY 33 Kiln, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Woven Backing, , China, 100,000 Double Rubs, 622: Gallery",12.71,25.42,29.23,75 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gallery-kiln.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ff-united-fabrics-r1-04a-0027.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gallery-product-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gallery-kiln.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ff-united-fabrics-r1-04a-0027.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gallery-product-square.jpg","Upholstery, Indoor",100% Polyester,Woven Backing,,17.0 oz./yd.,"54.000""",Up the Roll,China,,,622: Gallery,"100,000 Double Rubs",Class 5,Warp: 45.3 lbs / Weft: 38.3 lbs,Warp: 77.4 lbs / Weft: 113.4 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant
United Fabrics,GALLERY,91 Yam,United Fabrics GALLERY 91 Yam,"Brown upholstery fabric, brown","United Fabrics, GALLERY, 91 Yam, United Fabrics GALLERY 91 Yam, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Woven Backing, , China, 100,000 Double Rubs, 622: Gallery","United Fabrics, GALLERY, 91 Yam, United Fabrics GALLERY 91 Yam, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Woven Backing, , China, 100,000 Double Rubs, 622: Gallery",12.71,25.42,29.23,88 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gallery-yam.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ff-united-fabrics-r1-04a-0027.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gallery-product-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gallery-yam.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ff-united-fabrics-r1-04a-0027.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gallery-product-square.jpg","Upholstery, Indoor",100% Polyester,Woven Backing,,17.0 oz./yd.,"54.000""",Up the Roll,China,,,622: Gallery,"100,000 Double Rubs",Class 5,Warp: 45.3 lbs / Weft: 38.3 lbs,Warp: 77.4 lbs / Weft: 113.4 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant
United Fabrics,HERITAGE,Sable 18019-0000,United Fabrics HERITAGE Sable 18019-0000,"Brown upholstery fabric, brown","United Fabrics, HERITAGE, Sable 18019-0000, United Fabrics HERITAGE Sable 18019-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 50% Recycled Sunbrella Acrylic 47% Sunbrella Acrylic 3% Polyester, , , USA, 100,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023","United Fabrics, HERITAGE, Sable 18019-0000, United Fabrics HERITAGE Sable 18019-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 50% Recycled Sunbrella Acrylic 47% Sunbrella Acrylic 3% Polyester, , , USA, 100,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023",31.84,63.68,73.23,56 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-heritage-sable-18019-0000-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-heritage-uf-o2-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-heritage-uf-o2-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-heritage-sable-18019-0000-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-heritage-uf-o2-filmic.jpg","Upholstery, Indoor/Outdoor",50% Recycled Sunbrella Acrylic 47% Sunbrella Acrylic 3% Polyester,,,15.6 oz./yd.,"54.000""",Up the Roll,USA,,,1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023,"100,000 Double Rubs",Class 5,Warp: 136.07 lbs / Weft: 122.87 lbs,Warp: 282.33 lbs / Weft: 156 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Class: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,HERITAGE,Saddle 18020-0000,United Fabrics HERITAGE Saddle 18020-0000,"Brown upholstery fabric, brown","United Fabrics, HERITAGE, Saddle 18020-0000, United Fabrics HERITAGE Saddle 18020-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 50% Recycled Sunbrella Acrylic 47% Sunbrella Acrylic 3% Polyester, , , USA, 100,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023","United Fabrics, HERITAGE, Saddle 18020-0000, United Fabrics HERITAGE Saddle 18020-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 50% Recycled Sunbrella Acrylic 47% Sunbrella Acrylic 3% Polyester, , , USA, 100,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023",31.84,63.68,73.23,23 Yards (NJ) 46 Yards (CA),,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-heritage-uf-o2-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-heritage-uf-o2-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-heritage-uf-o2-filmic.jpg,"Upholstery, Indoor/Outdoor",50% Recycled Sunbrella Acrylic 47% Sunbrella Acrylic 3% Polyester,,,15.6 oz./yd.,"54.000""",Up the Roll,USA,,,1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023,"100,000 Double Rubs",Class 5,Warp: 136.07 lbs / Weft: 122.87 lbs,Warp: 282.33 lbs / Weft: 156 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Class: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,MAX,22 Clove,United Fabrics MAX 22 Clove,"Brown upholstery fabric, brown","United Fabrics, MAX, 22 Clove, United Fabrics MAX 22 Clove, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Light Acrylic, Crypton Home Soil/Stain Protection, China, 80,000 Double Rubs, 922: Crypton Color Wheel: Neutral Textures 623: Texture Library","United Fabrics, MAX, 22 Clove, United Fabrics MAX 22 Clove, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Light Acrylic, Crypton Home Soil/Stain Protection, China, 80,000 Double Rubs, 922: Crypton Color Wheel: Neutral Textures 623: Texture Library",23.59,47.18,54.26,3 Yards (NJ) 8 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-max-clove.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-max-uf-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-max-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-max-clove.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-max-uf-o1-filmic.jpg","Upholstery, Indoor",100% Polyester,Light Acrylic,Crypton Home Soil/Stain Protection,23.5 oz./yd.,"54.000""",Up the Roll,China,,,922: Crypton Color Wheel: Neutral Textures 623: Texture Library,"80,000 Double Rubs",Class 4,Warp: 97 lbs / Weft: 91 lbs,Warp: 381 lbs / Weft: 289 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,NEBULA,68 Rooted,United Fabrics NEBULA 68 Rooted,"Brown upholstery fabric, brown","United Fabrics, NEBULA, 68 Rooted, United Fabrics NEBULA 68 Rooted, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 922: Crypton Color Wheel: Neutral Textures","United Fabrics, NEBULA, 68 Rooted, United Fabrics NEBULA 68 Rooted, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 922: Crypton Color Wheel: Neutral Textures",23.96,47.92,55.11,42 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-nebula-rooted-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nebula.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nebula-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-nebula-rooted-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nebula.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nebula-square.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Crypton Home Soil/Stain Protection,15.7 oz./yd.,"54.000""",Up the Roll,China,,,922: Crypton Color Wheel: Neutral Textures,"50,000 Double Rubs",Class 5,Warp: 40 lbs / Weft: 29 lbs,Warp: 212 lbs / Weft: 296 lbs,Grade: 4,Grade: 4,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,SAIL AWAY,Java 40606-0004,United Fabrics SAIL AWAY Java 40606-0004,"Brown upholstery fabric, brown","United Fabrics, SAIL AWAY, Java 40606-0004, United Fabrics SAIL AWAY Java 40606-0004, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 20,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023","United Fabrics, SAIL AWAY, Java 40606-0004, United Fabrics SAIL AWAY Java 40606-0004, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 20,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023",21.71,43.42,49.93,94 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-sail-away-java-40606-0004-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-sail-away-uf-o3-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-sail-away-uf-o3-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-sail-away-java-40606-0004-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-sail-away-uf-o3-filmic.jpg","Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,10.0 oz./yd.,"54.000""",Up the Roll,USA,".700""",,1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023,"20,000 Double Rubs",,,,,,"Hours: 2,200 / Grade: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,ROTHKO,36 Latte,United Fabrics ROTHKO 36 Latte,"Brown upholstery fabric, brown","United Fabrics, ROTHKO, 36 Latte, United Fabrics ROTHKO 36 Latte, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 95,000 Double Rubs, 522: Modern Art","United Fabrics, ROTHKO, 36 Latte, United Fabrics ROTHKO 36 Latte, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 95,000 Double Rubs, 522: Modern Art",43.46,86.92,99.96,58 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-rothko-latte.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko-89-whiskey-ginger-30inch-3.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko2-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-rothko-latte.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko-89-whiskey-ginger-30inch-3.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko2-uf-o1-filmic.jpg","Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,11.5 oz./yd.,"54.000""",Railroaded,USA,"8.000""",,522: Modern Art,"95,000 Double Rubs",Class 3.4,Warp: 99.7 lbs / Weft: 103.7 lbs,Warp: 397.3 lbs / Weft: 375.4 lbs,Grade: 5,Grade: 5,"Hours: 4 / Grade: 2,200","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,ROTHKO,89 Whiskey Ginger,United Fabrics ROTHKO 89 Whiskey Ginger,"Brown upholstery fabric, brown","United Fabrics, ROTHKO, 89 Whiskey Ginger, United Fabrics ROTHKO 89 Whiskey Ginger, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 95,000 Double Rubs, 522: Modern Art","United Fabrics, ROTHKO, 89 Whiskey Ginger, United Fabrics ROTHKO 89 Whiskey Ginger, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 95,000 Double Rubs, 522: Modern Art",43.46,86.92,99.96,50 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-rothko-whiskey-ginger.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko-89-whiskey-ginger-30inch-3.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko2-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-rothko-whiskey-ginger.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko-89-whiskey-ginger-30inch-3.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rothko2-uf-o1-filmic.jpg","Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,11.5 oz./yd.,"54.000""",Railroaded,USA,"8.000""",,522: Modern Art,"95,000 Double Rubs",Class 3.4,Warp: 99.7 lbs / Weft: 103.7 lbs,Warp: 397.3 lbs / Weft: 375.4 lbs,Grade: 5,Grade: 5,"Hours: 4 / Grade: 2,200","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,RUBIX,19 Center City,United Fabrics RUBIX 19 Center City,"Brown upholstery fabric, brown","United Fabrics, RUBIX, 19 Center City, United Fabrics RUBIX 19 Center City, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 70% Sunbrella Acrylic 30% Polyester, , , USA, 100,000 Double Rubs, 522: Modern Art","United Fabrics, RUBIX, 19 Center City, United Fabrics RUBIX 19 Center City, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 70% Sunbrella Acrylic 30% Polyester, , , USA, 100,000 Double Rubs, 522: Modern Art",44.59,89.18,102.56,43 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-rubix-center-city.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rubix-66-spicy-melon-30inch.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rubixstyled.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-rubix-center-city.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rubix-66-spicy-melon-30inch.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-rubixstyled.jpg","Upholstery, Indoor/Outdoor",70% Sunbrella Acrylic 30% Polyester,,,11.3 oz./yd.,"54.000""",Up the Roll,USA,"6.750""","12.750""",522: Modern Art,"100,000 Double Rubs",Class 4,Warp: 86 lbs / Weft: 72.2 lbs,Warp: 359.6 lbs / Weft: 497.7 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Grade: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,ELOISE,23 Corsage,United Fabrics ELOISE 23 Corsage,"Brown upholstery fabric, brown","United Fabrics, ELOISE, 23 Corsage, United Fabrics ELOISE 23 Corsage, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 222: Vintage Garden","United Fabrics, ELOISE, 23 Corsage, United Fabrics ELOISE 23 Corsage, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 222: Vintage Garden",34.09,68.18,78.41,35 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-eloise-23-corsage-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-uf-summer-22-eloise-floral-285-final-credit-jason-.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-eloise-36-euphoria-30inch-3.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-eloise-23-corsage-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-uf-summer-22-eloise-floral-285-final-credit-jason-.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-eloise-36-euphoria-30inch-3.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Alta Soil/Stain Protection,20.0 oz./yd.,"54.000""",Up the Roll,China,"18.125""","26.375""",222: Vintage Garden,"100,000 Double Rubs",Class 5,Warp: 58.8 lbs / Weft: 80.7 lbs,Warp: 257 lbs / Weft: 199.3 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,ELOISE,42 Floret,United Fabrics ELOISE 42 Floret,"Brown upholstery fabric, brown","United Fabrics, ELOISE, 42 Floret, United Fabrics ELOISE 42 Floret, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 222: Vintage Garden","United Fabrics, ELOISE, 42 Floret, United Fabrics ELOISE 42 Floret, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 222: Vintage Garden",34.09,68.18,78.41,64 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-eloise-42-floret-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-uf-summer-22-eloise-floral-285-final-credit-jason-.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-eloise-36-euphoria-30inch-3.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-eloise-42-floret-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-uf-summer-22-eloise-floral-285-final-credit-jason-.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-eloise-36-euphoria-30inch-3.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Alta Soil/Stain Protection,20.0 oz./yd.,"54.000""",Up the Roll,China,"18.125""","26.375""",222: Vintage Garden,"100,000 Double Rubs",Class 5,Warp: 58.8 lbs / Weft: 80.7 lbs,Warp: 257 lbs / Weft: 199.3 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,ELOISE,55 Posy,United Fabrics ELOISE 55 Posy,"Brown upholstery fabric, brown","United Fabrics, ELOISE, 55 Posy, United Fabrics ELOISE 55 Posy, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 222: Vintage Garden","United Fabrics, ELOISE, 55 Posy, United Fabrics ELOISE 55 Posy, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 222: Vintage Garden",34.09,68.18,78.41,Currently Out of Stock,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-eloise-55-posy-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-uf-summer-22-eloise-floral-285-final-credit-jason-.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-eloise-36-euphoria-30inch-3.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-eloise-55-posy-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-uf-summer-22-eloise-floral-285-final-credit-jason-.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-eloise-36-euphoria-30inch-3.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Alta Soil/Stain Protection,20.0 oz./yd.,"54.000""",Up the Roll,China,"18.125""","26.375""",222: Vintage Garden,"100,000 Double Rubs",Class 5,Warp: 58.8 lbs / Weft: 80.7 lbs,Warp: 257 lbs / Weft: 199.3 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,FLETCHER,47 Kettle,United Fabrics FLETCHER 47 Kettle,"Brown upholstery fabric, brown","United Fabrics, FLETCHER, 47 Kettle, United Fabrics FLETCHER 47 Kettle, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, USA, 50,000 Double Rubs, 222: Vintage Garden","United Fabrics, FLETCHER, 47 Kettle, United Fabrics FLETCHER 47 Kettle, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, USA, 50,000 Double Rubs, 222: Vintage Garden",26.21,52.42,60.28,82 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-fletcher-47-kettle-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-fletcher2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-fletcher-product-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-fletcher-47-kettle-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-fletcher2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-fletcher-product-square.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Alta Soil/Stain Protection,16.0 oz./yd.,"54.000""",Railroaded,USA,"3.500""","3.750""",222: Vintage Garden,"50,000 Double Rubs",Class 5,Warp: 26 lbs / Weft: 70 lbs,Warp: 159 lbs / Weft: 220 lbs,Grade: 5,Grade: 5,Grade: 5,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
